,E.name,E.countries,total
23744,ELMAX LIMITED,Switzerland,2
23745,PRIMPOOL INC.,Switzerland,1
23746,IMMORIV S.A.,Singapore,3
23747,ARTBEST INTERNET LTD.,Hong Kong,10
23748,WIRFA LIMITED,Switzerland,1
23749,MAROM OVERSEAS LTD.,Switzerland,2
23750,VYNE PROPERTY HOLDINGS LTD.,Colombia,4
23751,KENELM MARKETING LTD.,Switzerland,1
23752,MALINA HOLDING LTD.,Bahamas,1
23753,MARITEL TELECOMMUNICATIONS INC.,Guernsey,1
23754,BILFORT TRADING BUSINESS CORP.,Switzerland,1
23755,GLASBOWN FIRST HOLDINGS INC.,Spain,10
23756,KENDLER GROUP S.A.,Switzerland,4
23757,RAMKAYES ASSOCIATES LIMITED,Hong Kong,6
23758,BEST FIELD INTERNATIONAL LTD.,Hong Kong,2
23759,STAR FLAME HOLDINGS LIMITED,Hong Kong,10
23760,IBBETT INVESTMENTS INC.,Switzerland,1
23761,QUICKSON INTERNATIONAL S.A.,Switzerland,1
23762,CUPERTINO INVESTMENTS INC.,Guernsey,1
23763,BRADY GROUP S.A.,Switzerland,1
23764,XENERS GROUP LTD.,Switzerland,1
23765,WAWERLANE FINANCIAL SERVICES LTD.,Monaco,1
23766,GAIA MANAGEMENT LTD.,Switzerland,1
23767,GOLDEN PEGASUS HOLDING LIMITED,Hong Kong,1
23768,BONCOTE ENGINEERING LTD.,Switzerland,1
23769,SIM INTERNATIONAL SERVICES LIMITED,Switzerland,1
23770,BLACK GOLD TRADING AND FINANCE CORP.,Luxembourg,2
23771,BIVOUR PROPERTIES S.A.,Switzerland,1
23772,BLIKKER ENTERPRISES LIMITED,Switzerland,1
23773,DORMUN INTERNATIONAL CORP.,Switzerland,1
23774,NIEDER HOLDINGS S.A.,Switzerland,2
23775,NIMTEC CORP.,Luxembourg,2
23776,OSCROFT SERVICES S.A.,Hong Kong,1
23777,DRESBACK FINANCIAL COMPANY S.A.,Switzerland,1
23778,BALKAN INVESTMENT ASSETS LTD.,Luxembourg,3
23779,NORTHCASTLE INVESTMENTS GROUP INC.,Switzerland,1
23780,DALROM ENGINEERING CORP.,Switzerland,1
23781,TRUTH OVERSEAS LTD.,Uruguay,4
23782,BRITMAN ENGINEERING LTD.,Switzerland,1
23783,NICE OCEAN ENTERPRISES LIMITED,Hong Kong,2
23784,INTERMODAL FERRY LTD.,Switzerland,4
23785,VERMEIL PROPERTIES CORP.,Switzerland,1
23786,EAST BRIDGE HOLDINGS GROUP LTD.,Monaco,1
23787,HALFORD HOLDINGS S.A.,Switzerland,2
23788,MONDIAL METAL LIMITED.,Luxembourg,2
23789,ILEANA INVEST CORP.,Switzerland,1
23790,ARPENT REAL ESTATE CORP.,Cyprus,1
23791,FINN SERVICES LTD.,Switzerland,1
23792,CAREWIND INVESTMENTS CORP.,Switzerland,1
23793,GWENETH INVESTMENTS CORP.,Switzerland,4
23794,JURA INTERNATIONAL INVESTMENTS LTD.,Czech Republic,1
23795,BALING LIMITED,Switzerland,1
23796,EURO MIDDLE EAST COMPANY LTD.,Switzerland,1
23797,CROYDON FINANCIAL SERVICES LTD.,Switzerland,2
23798,OPTUNE PROPERTIES LIMITED,Switzerland,4
23799,RAWLSEY ASSET LTD.,Switzerland,2
23800,CANALY TRADING INC.,Switzerland,1
23801,KOLLINS OVERSEAS LTD.,Paraguay,6
23802,JEMIRA GROUP INC.,Luxembourg,2
23803,INPRO HOLDINGS LTD.,Hong Kong,1
23804,SUMIPAR INVESTMENTS LTD.,Switzerland,1
23805,ALAMO INTERNATIONAL HOLDINGS INC.,Switzerland,1
23806,HENEY EQUITIES CORP.,Uruguay,1
23807,JASWELL CORPORATION,Switzerland,2
23808,BIGARADE MARKETING S.A.,Switzerland,1
23809,CARSHARES HOLDINGS INC.,Switzerland,1
23810,GOLDFEDER LIMITED,Switzerland,1
23811,ARASDELL INVESTMENTS CORP.,Switzerland,1
23812,PGM TRADING INC.,Switzerland,1
23813,CLEARVIEW ASSET MANAGEMENT LIMITED,Switzerland,1
23814,AXTELL BUSINESS CORP.,Monaco,1
23815,GREEN RIVER GROUP LIMITED,Hong Kong,1
23816,FOXAR INC.,Russia,1
23817,STUDIOWORKS S.A.,Panama,2
23818,MALPAS INTERNATIONAL LIMITED,Luxembourg,2
23819,CAMBRIDGE ASSETS MANAGEMENT GROUP LTD.,Switzerland,1
23820,DANWORTH TRADING LIMITED,Bahamas,1
23821,GMG CORPORATE SERVICES LTD.,Switzerland,1
23822,E.S. PRIVATE EQUITY LIMITED,Portugal,1
23823,KAPELA FINANCE LIMITED,Panama,2
23824,SPK CAPITAL LIMITED,Switzerland,2
23825,SHROEDER CORPORATION,Liechtenstein,2
23826,JORTON INTERNATIONAL CORP.,Switzerland,1
23827,PROMOTIVE CORPORATION,Switzerland,2
23828,TENSER FINANCE S.A.,Panama,20
23829,BRILEN COMPANY LTD.,Paraguay,4
23830,WHITESAND INVEST LTD.,Luxembourg,3
23831,ROUNDEL MARKETING LTD.,Switzerland,1
23832,JARRA OVERSEAS S.A.,Switzerland,1
23833,NORTHLEIGH LIMITED,Isle of Man,1
23834,HARDBURY HOLDINGS INC.,Switzerland,1
23835,NEWTONBROOK LIMITED,Ireland,1
23836,UNIVERSAL REAL ESTATE LTD.,Switzerland,1
23837,CLASS INTERNATIONAL TRADING CORP.,Brazil,4
23838,MANDERSON HOLDINGS LIMITED,Russia,1
23839,GAPINVEST S.A.,Switzerland,1
23840,CONSTRUCTORA RABELLO INTERNATIONAL S.A.,Switzerland,1
23841,WAXFORD INVESTMENTS INC.,Uruguay,1
23842,GLOBAL TECHNO INFOSYSTEMS AND INVESTMENTS LTD.,Switzerland,1
23843,HADPORT OVERSEAS S.A.,Switzerland,1
23844,QUANTUM EQUITIES LTD.,Luxembourg,2
23845,F.M.I. FORUM MANAGEMENT INTERNATIONAL LTD.,Switzerland,1
23846,URIK HOLDING INC.,Switzerland,2
23847,GEORG TRADING LIMITED,Switzerland,2
23848,BENGI CORPORATION,United States,3
23849,CRABTREE REAL ESTATE CORP.,Switzerland,1
23850,BLATINGDALE HOLDINGS LIMITED,Switzerland,2
23851,LESMA HOLDINGS LIMITED,Liechtenstein,1
23852,LUTTER INC.,Luxembourg,1
23853,GEKING REAL ESTATE LTD.,Switzerland,1
23854,OMEX INC.,Switzerland,2
23855,ROSEBERRY SECURITIES LIMITED,Bahamas,1
23856,SUPER NICE INTERNATIONAL LIMITED,Hong Kong,1
23857,GRETNA INVESTORS S.A.,Luxembourg,2
23858,ARDONEL PROPERTIES S.A.,Switzerland,1
23859,SATAY WELL HOLDINGS LIMITED,Switzerland,1
23860,OSSULTON LIMITED,Switzerland,2
23861,PROVIDENTIAL HOLDINGS LIMITED,Switzerland,1
23862,FINE ART GLOBAL LIMITED,Panama,2
23863,METALEX ASSOCIATES INC.,Switzerland,1
23864,DINTER INC.,Luxembourg,2
23865,RAILEXIM TRADE LTD.,Switzerland,1
23866,RIVERLAND CONSULTANTS INC.,Uruguay,1
23867,TESSALAN INVESTMENTS CORP.,Switzerland,2
23868,QUINLAN INTERNATIONAL INC.,Hong Kong,1
23869,RESCO INTERNATIONAL INC.,Switzerland,2
23870,REDA PUMP COMPANY INC.,Mauritius,3
23871,VIEW JOY DEVELOPMENT LTD.,Hong Kong,1
23872,SQUAREDUST INC.,Liechtenstein,1
23873,SOUTHERN CREEK LIMITED,Argentina,2
23874,CALYPSO PAINTINGS LTD.,Switzerland,1
23875,ROAR INVESTMENTS INC.,Switzerland,1
23876,ARABEL COMPANY LIMITED,United Kingdom,2
23877,WHITE GARDEN CONSULTANTS CORP.,Switzerland,1
23878,SUDINSA FINANCIAL NETWORK INC.,Uruguay,2
23879,ORBIT SERVICES LTD.,Switzerland,2
23880,ADVICEAIR HOLDING LTD.,Luxembourg,1
23881,AKEROS TRADING S.A.,Switzerland,2
23882,HASCO MANAGEMENT INC.,Dominican Republic,1
23883,CABA LIMITED,Switzerland,1
23884,BRIGHT LIGHTNING LIMITED,Hong Kong,1
23885,KLONDIKE GROUP LTD.,Luxembourg,15
23886,SETRACO INTERNATIONAL LTD.,Switzerland,1
23887,HERSCO LIMITED,Switzerland,1
23888,AMERICAN LICENSING INC.,Brazil,2
23889,SUN HUNG KAI INFRASTRUCTURE LIMITED,Hong Kong,1
23890,HAVILAND CONSULTING LIMITED,Luxembourg,2
23891,TYMAN LTD.,United Kingdom,1
23892,BRISTON INT´L INVESTORS CORP.,Luxembourg,1
23893,WAINSCOT LIMITED,Luxembourg,1
23894,GARTEX MANAGEMENT S.A.,Switzerland,1
23895,BARRIOL PACIFIC INC.,Switzerland,4
23896,CEDAR HILL ENTERPRISES LIMITED,Uruguay,1
23897,JAMAICA INVESTMENTS LTD.,Hong Kong,1
23898,INTESH PROPERTIES S.A.,Switzerland,1
23899,HANDELMANN INTERNATIONAL B.V. LIMITED,Jersey,1
23900,UNICORN SOLICITORS S.A.,Luxembourg,2
23901,WANG TAK INVESTMENTS INC.,Hong Kong,3
23902,NAREICO ONE LIMITED,Switzerland,14
23903,DEMOS PROPERTIES LIMITED,Switzerland,1
23904,ANGEL CAPITAL LIMITED,Guernsey,1
23905,AEA MANAGEMENT INC.,Switzerland,1
23906,ISER HOLDING LIMITED,Switzerland,1
23907,OLGA CONSULTING LIMITED,Luxembourg,2
23908,CFOI COMPAGNIE FINANCIERE DE L'OCEAN INDIEN S.A.,Switzerland,2
23909,KALITA LIMITED,Russia,1
23910,BENT ASSETS S.A.,Luxembourg,2
23911,LANGDALE SERVICES S.A.,Switzerland,1
23912,NEWBRIDGE OVERSEAS LIMITED,Brazil,1
23913,AFAX GROUP INC.,Switzerland,1
23914,PANDOR CORPORATION,Monaco,2
23915,GLEN VALLEY INDUSTRIES CORP.,Switzerland,2
23916,EAST TEAM LTD.,Hong Kong,3
23917,CRAFTERS LIMITED,Liechtenstein,2
23918,THAMESTEAD INVESTMENTS LIMITED,Guernsey,1
23919,ENDROS ASSOCIATES LIMITED,Luxembourg,2
23920,GENRIME S.A.,Switzerland,1
23921,FIVE WINDS PROPERTIES LIMITED,Switzerland,1
23922,MEXCOM TRADING LTD.,Switzerland,2
23923,BRENDON HILLS LIMITED,Guernsey,1
23924,STARPORT COMMERCIAL SERVICES LIMITED,Liechtenstein,2
23925,POWERSTONE MANAGEMENT LTD.,Switzerland,1
23926,THAILAND ELITE LIMITED,Hong Kong,1
23927,GOODWIN MARKETING LTD.,Switzerland,2
23928,ARMAN INVESTMENTS LTD.,Switzerland,1
23929,JAVA PROMOTION INC.,Luxembourg,1
23930,TRANSAERO INVESTMENTS INC.,Switzerland,1
23931,DJT LIMITED,Switzerland,2
23932,PLEATGROVE LIMITED,Switzerland,1
23933,ECCLAN CAPITAL S.A.,Switzerland,1
23934,ALLONWOOD INTERNATIONAL CORP.,Switzerland,1
23935,SHIR ENTERPRISES LTD.,Switzerland,1
23936,BERLACK FINANCE LTD.,Switzerland,1
23937,QUALITY FOODS LIMITED,Switzerland,1
23938,HAMBLIN INVESTMENTS CORP.,Switzerland,1
23939,HAWKSWOOD S.A.,Switzerland,2
23940,GRADINVEST MANAGEMENT LIMITED,Switzerland,2
23941,PORTFOLIO STRATEGY INC.,Switzerland,1
23942,THEVIS COMMERCIAL LIMITED,Luxembourg,2
23943,PYLA MANAGEMENT LTD.,Switzerland,1
23944,REGALIA FINANCE LTD.,Switzerland,1
23945,PYNE CORPORATION,Liechtenstein,1
23946,PHARMATECH INTERNATIONAL LIMITED,Switzerland,1
23947,SALSTON TRADING LTD.,Switzerland,2
23948,CURON GROUP S.A.,Switzerland,1
23949,GAUTIER INTERNATIONAL LIMITED,Guernsey,1
23950,TORCOM MARKETING LTD.,Switzerland,1
23951,MORIENTES ESTATE LTD.,Luxembourg,4
23952,AUTUMNWIND HOLDINGS LTD.,Switzerland,4
23953,GANCIO INVESTMENTS CORP.,Switzerland,1
23954,MANDAMUS HOLDING LIMITED,Switzerland,1
23955,FACET INC,Luxembourg,1
23956,LYDON MARKETING LTD.,Switzerland,3
23957,MEDINCO TRADING CORP.,Switzerland,1
23958,BRYANT PARK PROPERTIES LIMITED,Switzerland,1
23959,PECKINVEST LIMITED,Switzerland,1
23960,QUIRON S.A.,Panama,4
23961,JORDAN CAPITAL MANAGEMENT LTD.,Switzerland,2
23962,GLOBALCOM SERVICES LTD.,Costa Rica,4
23963,AALST INCORPORATED,Uruguay,1
23964,ROMCO COMPANY INC.,Switzerland,2
23965,UPERSEY BUSINESS CORP.,Switzerland,1
23966,ELIJA RESOURCES LIMITED,Switzerland,1
23967,PILTON LIMITED,Guernsey,1
23968,TEKNIK ENTERPRISES INC.,Hong Kong,1
23969,FILO EQUITIES LTD.,Luxembourg,2
23970,CORSINI LIMITED,Switzerland,1
23971,GOOD JOB LIMITED,Hong Kong,1
23972,BRILLIANT WORLD GROUP LTD.,Hong Kong,1
23973,LEDBURY OVERSEAS S.A.,Bahamas,1
23974,FORINCOSA S.A.,Switzerland,2
23975,DIACOR COMPANY LTD.,Uruguay,2
23976,QUINTUS PARTNERS LTD.,Luxembourg,2
23977,AWILLST HOLDINGS INC.,Switzerland,2
23978,"FIRST CREATIVE INVESTMENT CO., LTD.",Hong Kong,1
23979,STOCK-ALERTS LIMITED,United Arab Emirates,5
23980,RETFORD ASSOCIATES LIMITED,Hong Kong,2
23981,"KEYSTONE MANAGEMENT INTERNATIONAL, INC.",United States,7
23982,LAKESTAR CONSULTANCY LIMITED,Switzerland,2
23983,MEDEBOURNE HOLDINGS LIMITED,Switzerland,1
23984,Focus Engineering Holding S.A.,Uruguay,2
23985,CRAIGEN ESTATES OVERSEAS LTD.,Jersey,1
23986,CROMVEST LIMITED,Switzerland,2
23987,MONSOON INVESTMENTS LIMITED,Hong Kong,1
23988,SINOLIGHT INTERNATIONAL LTD.,Hong Kong,1
23989,MARAYA HOLDINGS INC.,Switzerland,1
23990,CARDESA INVESTMENTS S.A.,Switzerland,1
23991,SHAUN DEVELOPMENT INTERNATIONAL S.A.,Colombia,4
23992,FIRST TIME INTERNATIONAL LTD.,Hong Kong,1
23993,ASLAND PROPERTIES LIMITED,Switzerland,1
23994,TYLOE SERVICES LTD.,Uruguay,1
23995,KCD SHIPPING S.A.,Switzerland,1
23996,TELVEST ENGINEERING LTD.,Switzerland,1
23997,FOLDFORD LIMITED,Switzerland,1
23998,FIDELIO HOLDINGS INC.,Switzerland,1
23999,TANTIVE ENTERPRISES INC.,Luxembourg,2
24000,CROWNMART INTERNATIONAL GROUP LIMITED,Jersey,3
24001,BRIOLETTE INVESTMENT LIMITED,Belize,2
24002,HAPPY JOYCE INVESTMENT LTD.,Hong Kong,1
24003,ISOBAR MANAGEMENT LTD.,Isle of Man,1
24004,SOUTH AUDLEY ENTERPRISES LIMITED,Switzerland,1
24005,POLTER INVESTMENTS INC.,Switzerland,2
24006,LABELON INVESTMENTS LIMITED,Jersey,2
24007,FINANCIAL TRAD LTD.,Switzerland,1
24008,DRAVON HOLDINGS LIMITED,Luxembourg,4
24009,EUROMEAD INTERNATIONAL S.A.,Switzerland,1
24010,ZACEL TRADING LTD.,Switzerland,5
24011,INCODEL TRADING LTD.,Switzerland,1
24012,CHAUNCEY HOLDINGS INC.,Uruguay,14
24013,TRIAD HOTELS S.A.,Switzerland,2
24014,MAYPOLE PROPERTIES LTD.,Switzerland,1
24015,TORELINI ASSETS INC.,Liechtenstein,1
24016,SUNGWAY OVERSEAS S LIMITED,Switzerland,1
24017,YTAXA LIMITED,Switzerland,1
24018,RED STAR PROPERTIES INC.,Switzerland,1
24019,XOIL REFINING & DISTRIBUTION LTD.,Switzerland,5
24020,DAYPORT OVERSEAS S.A.,Bahamas,2
24021,KANTOS LIMITED,Switzerland,2
24022,KATRA LIMITED,Hong Kong,10
24023,PEARL ASIA LIMITED,Singapore,1
24024,NEWTECH MANAGEMENT INC.,Ecuador,4
24025,ACE-AUDIT CONTROL AND EXPERTISE LIMITED,Switzerland,23
24026,MACOLA BAY LTD.,Luxembourg,1
24027,EQUI INVESTMENTS S.A.,Switzerland,1
24028,SO FONG LIMITED,Cyprus,3
24029,HARTLEY EQUITIES LTD.,Luxembourg,2
24030,CLAIR CONSULTANTS LIMITED,Liechtenstein,1
24031,UVERTON MANAGEMENT S.A.,Switzerland,2
24032,HEAVYWEATHER LTD,Luxembourg,1
24033,SEEBROOK INVESTMENTS LTD,Luxembourg,2
24034,VICTORY FAITH LIMITED,Hong Kong,2
24035,RENALCO MARKETING INC.,Switzerland,1
24036,ELIANO MANAGEMENT CORP.,Luxembourg,1
24037,WESTWIN FINANCE LIMITED,Hong Kong,2
24038,MORRISON CONSULTANTS LIMITED,Guernsey,1
24039,ORGANOR TRADING LTD.,Switzerland,2
24040,HOVER INVESTMENTS LIMITED,United States,1
24041,TREMANE ASSOCIATES LTD.,Bahamas,1
24042,KIVIN INTERNATIONAL PRIVATE LIMITED,Cyprus,1
24043,DIXONVILLE LIMITED,Guernsey,1
24044,JIA HOLDINGS LTD.,Hong Kong,1
24045,ZORTEY HOLDING INC.,Switzerland,1
24046,PLANTATION MANAGEMENT LTD.,Switzerland,1
24047,PRO CONCEPT S.A.,Panama,2
24048,VARTY PACIFIC INC.,Russia,1
24049,LANDSTAR PROPERTIES LIMITED,Switzerland,2
24050,ROPA INVESTMENT LTD.,Switzerland,4
24051,GALTER COMPANY LTD.,Switzerland,2
24052,INPRO FINANCE LTD.,Switzerland,2
24053,DEMIREL HOLDING LTD.,Switzerland,2
24054,MOONCREST OVERSEAS LIMITED,Switzerland,1
24055,RAZTRON LIMITED,India,2
24056,DAYMBERT LIMITED,Switzerland,1
24057,FERNDALE SECURITIES LTD.,Luxembourg,1
24058,GAILLARD CORP.,Luxembourg,2
24059,DUNSTONE INVESTMENT HOLDINGS LIMITED,Luxembourg,1
24060,OCEANDOWN HOLDINGS INC.,Switzerland,1
24061,J.S.A. CONSULTANTS LIMITED,Hong Kong,1
24062,CHANELLE INTERNATIONAL LTD.,Switzerland,1
24063,EXTON INTERNATIONAL LTD.,Switzerland,2
24064,FONDECO HOLDING LTD.,Switzerland,2
24065,PACIFIC PARK INVESTMENT LIMITED,Switzerland,2
24066,ALTA TRADING LIMITED,Switzerland,1
24067,PEARLAND PROPERTIES LTD.,Switzerland,2
24068,WEALTH FULL HOLDINGS LTD.,Hong Kong,1
24069,NICE SHINE LIMITED,Hong Kong,1
24070,ANABASIA S.A.,Switzerland,2
24071,MIDDLE EAST AERO TRADING LTD.,United Arab Emirates,1
24072,BRONFORD INTERNATIONAL S.A.,Switzerland,41
24073,OSTERGARD ASSETS S.A.,Czech Republic,2
24074,RODI TRADING LIMITED,Switzerland,1
24075,SEALBY HOLDINGS INC.,Switzerland,2
24076,ISEMA HOLDINGS INC.,Luxembourg,2
24077,ULTRALUX INVESTMENTS INC.,Russia,2
24078,FEC LTD.,Switzerland,2
24079,ROSNER REAL ESTATE S.A.,Switzerland,1
24080,SAMDRO INC.,Switzerland,1
24081,SANGREAL INVESTMENT CORP.,Switzerland,2
24082,AFRICAN LEATHER LTD.,Switzerland,1
24083,PORTMAN INVESTMENTS HOLDING LIMITED,Liechtenstein,2
24084,GLADIA HOLDING INC.,Luxembourg,1
24085,DARCEL TRADING LIMITED,Switzerland,1
24086,BELLEVUE GROUP MANAGEMENT S.A.,Switzerland,2
24087,CASTELLUM FIDUCIA HOLDINGS INC.,Morocco,1
24088,DAKOTA INVEST CORP.,Luxembourg,2
24089,GRANDEZA ASIA LIMITED,Hong Kong,1
24090,GREYTOWN PROPERTIES LTD.,Switzerland,2
24091,TOLSON SECURITIES LTD.,Switzerland,2
24092,GREENLINE MANAGEMENT LTD.,Monaco,2
24093,OBLIGEST MANAGEMENT LTD.,Switzerland,3
24094,BARGLIMATT LTD.,Switzerland,2
24095,CLEARTON INVESTMENTS CORP.,Switzerland,1
24096,FOSUN COMPANY INC.,Switzerland,1
24097,RAFFERTY INVESTMENTS LIMITED,Switzerland,1
24098,COLENSDALE MANAGEMENT LTD.,Switzerland,2
24099,WALES CONSULTANTS LTD.,Monaco,2
24100,ZEUS PROPERTIES LIMITED,Guernsey,1
24101,FIDUHOLDING LTD.,Switzerland,2
24102,"MAZEL & BROJE, LIMITED",United States,2
24103,SOLTEX LIMITED,Switzerland,5
24104,LESORA INTERNATIONAL LTD.,Switzerland,2
24105,PROPERTY ASSOCIATES LIMITED,Monaco,2
24106,COUNTER HOLDINGS INC.,Switzerland,4
24107,OMNIA GROUP LIMITED,Switzerland,2
24108,SARATI HOLDING LIMITED,Jordan,1
24109,ACIDALIA LIMITED,Guernsey,1
24110,DESCORP INTERNATIONAL LTD.,Switzerland,2
24111,SCOTTON REAL ESTATE LTD.,Switzerland,1
24112,AMEDIA INVESTMENTS LTD.,Switzerland,1
24113,BEQUE GROUP S.A.,United Arab Emirates,1
24114,MAREN GROUP LTD.,Switzerland,1
24115,GRAND HAVEN INVESTMENTS LTD.,Switzerland,1
24116,NOVALIS MANAGEMENT S.A.,Switzerland,2
24117,C.B.D. SECURITIES LTD.,Switzerland,1
24118,DAIN INVESTMENTS LIMITED,Switzerland,10
24119,S.A. DE REPRESENTATION ARTISTIQUE (SARA) LTD.,Switzerland,2
24120,ENDOR GROUP LIMITED,Switzerland,1
24121,ALKEN MANAGEMENT INC.,Monaco,1
24122,AMIRANTE LTD.,Switzerland,2
24123,TRENFOR INVESTMENTS LIMITED,Switzerland,2
24124,SCOPE CONSULTANTS LTD.,Luxembourg,2
24125,ALSHARP LIMITED,Switzerland,1
24126,ROBY INTERNATIONAL LIMITED,Switzerland,2
24127,IDENOW FINANCE S.A.,Panama,10
24128,HD 2 INVESTMENTS LIMITED,Panama,6
24129,TEGENT GROUP LTD.,Switzerland,1
24130,CHABELY ASSETS INC.,Monaco,2
24131,LE PROMOTEUR ENTERPRISES MANAGEMENT LIMITED,Guernsey,1
24132,MARLIN STAR ASSETS CORP.,Luxembourg,2
24133,YAMAL ASSET MANAGEMENT CORP.,Czech Republic,1
24134,INTERNATIONAL INTERIORS LIMITED,Guernsey,1
24135,VIMA WORLD LTD.,Spain,8
24136,HOLDGATE INVESTMENTS LTD.,Switzerland,1
24137,ZAM-VEL INTERNATIONAL LTD.,Switzerland,2
24138,CLIVETOWN CO. LIMITED,Switzerland,2
24139,BRANSON GROUP LIMITED,Switzerland,3
24140,DEANSON FINANCE LTD.,Switzerland,2
24141,INTERNATIONAL LAWYERS' ASSOCIATION NETWORK LIMITED,Panama,2
24142,GESFIN INVEST GROUP LTD.,Switzerland,1
24143,SEAWEST LIMITED,Hong Kong,1
24144,ANSTEAD HOLDINGS INC.,Bahamas,5
24145,DECAPRIO HOLDINGS LIMITED,Guernsey,1
24146,SOMBOON FINANCE LIMITED,Hong Kong,1
24147,TOT LIMITED,Monaco,1
24148,DENZ LTD.,Luxembourg,2
24149,FRISONE ARGENT PROPERTIES MANAGEMENT LTD.,Switzerland,1
24150,BROCKFOLD INVESTMENTS INC.,Switzerland,1
24151,ELEGANT STONE INTERNATIONAL LTD.,Hong Kong,1
24152,LEMER COMPANY INC.,Luxembourg,3
24153,CESCOM TECHNOLOGIES LTD.,Brazil,2
24154,CINTAVIL INVESTMENT S.A.,Switzerland,1
24155,EVERBLUE HOLDING LTD.,Switzerland,1
24156,JORANUM CORP.,Switzerland,1
24157,ORCHID 2000 LTD.,Switzerland,1
24158,NEWGEST MANAGEMENT LTD.,Panama,1
24159,GREENWICH PARTNERS LTD.,United States,2
24160,ODISSA FINANCE LTD.,Switzerland,2
24161,ORCHARD INTERNATIONAL INC.,Hong Kong,1
24162,REGENT GARDEN MANAGEMENT S.A.,Switzerland,1
24163,SOUTHERN CROSS DIAMONDS LTD.,Switzerland,1
24164,LIVINGSTONE TRADING LTD.,Switzerland,2
24165,FINCHLEY FINANCIAL LTD.,Russia,1
24166,SYMAR LIMITED,Switzerland,2
24167,LINDOS INTERNATIONAL LTD.,Russia,1
24168,FENWAY PROPERTIES LIMITED,Switzerland,5
24169,DOWNTON INTERNATIONAL LTD.,Switzerland,3
24170,BALLVERT TRADING INC.,Switzerland,2
24171,HONALEA INC.,Gibraltar,4
24172,FAR EUROPEAN INVESTMENTS CORP.,Switzerland,1
24173,BONSTEAD LIMITED,Hong Kong,3
24174,LANGBOURN PROPERTIES LIMITED,Switzerland,1
24175,LANGLEY WOOD ASSOCIATES LIMITED,Guernsey,1
24176,KRINEY TRADING S.A.,Switzerland,1
24177,ENDELL RESOURCES LTD.,Switzerland,2
24178,RONHURST SECURITY CORP.,Russia,5
24179,ARCAN UNIVERSAL CORP. [MATHABA TRADING CORP.,Switzerland,1
24180,CHARLOTTE ASSOCIATES LIMITED,Guernsey,1
24181,N&S LIMITED,Switzerland,1
24182,FLEXSYS LIMITED,Jersey,2
24183,KOLTUN MANAGEMENT LIMITED,Switzerland,1
24184,QUEZEL GROUP S.A.,Switzerland,3
24185,APHRODITE INTERNATIONAL LIMITED,Guernsey,1
24186,KAVOS HOLDINGS LIMITED,Guernsey,1
24187,DIAMAX LIMITED,Switzerland,1
24188,PACIFIC NATION LIMITED,Hong Kong,1
24189,NORTHAMPTON PROPERTIES LIMITED,Switzerland,1
24190,SHARP LIMITED,Luxembourg,2
24191,SIGMA FARMA LTD.,Luxembourg,4
24192,PROTEK ASIA LIMITED,Hong Kong,3
24193,LEISURE TOURISM CONSULTANT LTD.,Switzerland,1
24194,ANALAT ASSOCIATES LIMITED,Cyprus,1
24195,TANNIS S.A.,Monaco,2
24196,TWIGA HOLDINGS INC.,Gibraltar,5
24197,TEAMWORK MARKETING COMPANY LTD.,Switzerland,2
24198,CLEMEN HILL INVESTMENTS CORP.,Switzerland,1
24199,REYBAR PROPERTIES LTD.,Switzerland,2
24200,ACROPOLE HOLDING LTD.,Switzerland,1
24201,SHAFTESBURY MANAGEMENT S.A.,Switzerland,1
24202,LINDEN LIMITED,Switzerland,4
24203,TESSEL INVESTMENTS LTD.,Switzerland,5
24204,COMTEX OVERSEAS INC.,Switzerland,2
24205,"ST. PETERSBURG HOLDINGS, INC.",Hong Kong,2
24206,FRENCH DECORATION CENTER INC.,Switzerland,1
24207,FERAIN PROPERTIES LIMITED,Guernsey,1
24208,EWAN S.A.,Switzerland,1
24209,JEMELLE HOLDINGS INC.,Luxembourg,2
24210,MOUNTAINS VERDE LIMITED,Taiwan,1
24211,CHANCO HOLDING S.A.,Switzerland,1
24212,CLIPERTON PACIFIC LEISURE LTD.,Andorra,1
24213,JMSC CORPORATION,Hong Kong,4
24214,VOODOO LOUNGE GLOBAL LIMITED,Jersey,1
24215,MAVEN INTERNATIONAL CORP.,Liechtenstein,2
24216,ARAMO INVESTMENT S.A.,Switzerland,1
24217,SIBIR PROPERTIES LTD.,Switzerland,1
24218,BODISA HOLDING S.A.,Switzerland,1
24219,CORBIER PRODUCTS LTD.,Panama,2
24220,SUNROC FINANCE LTD.,Switzerland,1
24221,TRANSTABAC LIMITED,Switzerland,2
24222,CANLINK INTERNATIONAL LTD.,Hong Kong,1
24223,CADOGROVE LIMITED,Switzerland,1
24224,KANE ASSET MANAGEMENT CORP.,Switzerland,2
24225,ECKLO INVESTMENTS LTD.,Switzerland,1
24226,ARGEX TRADING FINANCE LTD.,Bahamas,2
24227,LUXURY RETREATS INTERNATIONAL LIMITED,Jersey,1
24228,FORSITE INVESTMENT HOLDINGS LTD.,Brazil,1
24229,CAPMOR MARKETING S.A.,Switzerland,1
24230,MALVIL INVESTMENTS LIMITED,Switzerland,1
24231,BELCHA PROPERTIES LTD.,Switzerland,1
24232,AMG ASSET MANAGEMENT GENEVA INC.,Switzerland,1
24233,HARDCASTLE INTERNATIONAL LTD.,Luxembourg,2
24234,ZONZ INTERNATIONAL CORPORATION  --,Switzerland,2
